speaker,speech_len
SNEŽANA PAUNOVIĆ,120
SRĐAN MILIVOJEVIĆ,530
SNEŽANA PAUNOVIĆ,645
ANA BRNABIĆ,1199
SNEŽANA PAUNOVIĆ,49
PAVLE GRBOVIĆ,1061
SNEŽANA PAUNOVIĆ,40
ANA BRNABIĆ,1012
SNEŽANA PAUNOVIĆ,105
DANIJELA NESTOROVIĆ,2992
SNEŽANA PAUNOVIĆ,140
AHMEDIN ŠKRIJELJ,328
SNEŽANA PAUNOVIĆ,52
AHMEDIN ŠKRIJELJ,574
SNEŽANA PAUNOVIĆ,120
MARINIKA TEPIĆ,23
SNEŽANA PAUNOVIĆ,859
ANA BRNABIĆ,16
SNEŽANA PAUNOVIĆ,32
ANA BRNABIĆ,50
SNEŽANA PAUNOVIĆ,161
ANA BRNABIĆ,1173
SNEŽANA PAUNOVIĆ,37
DANIJELA NESTOROVIĆ,2548
SNEŽANA PAUNOVIĆ,30
ANA BRNABIĆ,1532
SNEŽANA PAUNOVIĆ,66
DANIJELA NESTOROVIĆ,1320
SNEŽANA PAUNOVIĆ,67
ZORAN LUTOVAC,7661
SNEŽANA PAUNOVIĆ,120
MILENKO JOVANOV,1967
SNEŽANA PAUNOVIĆ,30
ANA BRNABIĆ,1720
SNEŽANA PAUNOVIĆ,96
ZORAN LUTOVAC,8
SNEŽANA PAUNOVIĆ,148
ZORAN LUTOVAC,58
SNEŽANA PAUNOVIĆ,206
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,6452
SNEŽANA PAUNOVIĆ,137
DANIJELA NESTOROVIĆ,3637
SNEŽANA PAUNOVIĆ,290
ZORAN LUTOVAC,1578
SNEŽANA PAUNOVIĆ,30
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,2229
SNEŽANA PAUNOVIĆ,49
STEFAN KRKOBABIĆ,6363
SNEŽANA PAUNOVIĆ,74
ALEKSANDAR JOVANOVIĆ,1472
SNEŽANA PAUNOVIĆ,139
ANA BRNABIĆ,1422
ANA BRNABIĆ,34
STEFAN KRKOBABIĆ,1113
SNEŽANA PAUNOVIĆ,36
ALEKSANDAR JOVANOVIĆ,10
SNEŽANA PAUNOVIĆ,65
ALEKSANDAR JOVANOVIĆ,1238
SNEŽANA PAUNOVIĆ,39
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,832
SNEŽANA PAUNOVIĆ,90
MILOLJUB ALBIJANIĆ,937
SNEŽANA PAUNOVIĆ,252
MILOLJUB ALBIJANIĆ,6812
SNEŽANA PAUNOVIĆ,173
MIROSLAV ALEKSIĆ,13755
SNEŽANA PAUNOVIĆ,62
MILENKO JOVANOV,1983
SNEŽANA PAUNOVIĆ,69
ANA BRNABIĆ,2113
SNEŽANA PAUNOVIĆ,48
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,5241
SNEŽANA PAUNOVIĆ,389
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,5799
SNEŽANA PAUNOVIĆ,122
SNEŽANA PAUNOVIĆ,915
MIROSLAV ALEKSIĆ,1535
SNEŽANA PAUNOVIĆ,72
DANIJELA NESTOROVIĆ,77
SNEŽANA PAUNOVIĆ,30
DANIJELA NESTOROVIĆ,388
SNEŽANA PAUNOVIĆ,69
DANIJELA NESTOROVIĆ,29
SNEŽANA PAUNOVIĆ,43
SNEŽANA PAUNOVIĆ,72
DANIJELA NESTOROVIĆ,24087
ANA BRNABIĆ,100
DANIJELA NESTOROVIĆ,3
ANA BRNABIĆ,69
SLAVICA RADOVANOVIĆ,915
ANA BRNABIĆ,843
DALIBOR JEKIĆ,438
ANA BRNABIĆ,902
SNEŽANA RAKIĆ,89
ANA BRNABIĆ,16
SNEŽANA RAKIĆ,17
ANA BRNABIĆ,177
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,4014
ANA BRNABIĆ,60
MIROSLAV ALEKSIĆ,1181
ANA BRNABIĆ,191
ZDRAVKO PONOŠ,6749
ELVIRA KOVAČ,176
ZDRAVKO PONOŠ,231
ELVIRA KOVAČ,77
ZDRAVKO PONOŠ,30
ELVIRA KOVAČ,52
ZDRAVKO PONOŠ,2056
ELVIRA KOVAČ,87
ZDRAVKO PONOŠ,784
ELVIRA KOVAČ,38
ZDRAVKO PONOŠ,734
ELVIRA KOVAČ,63
ZDRAVKO PONOŠ,20
ELVIRA KOVAČ,98
ZDRAVKO PONOŠ,408
SNEŽANA PAUNOVIĆ,224
ZDRAVKO PONOŠ,3431
SNEŽANA PAUNOVIĆ,22
ZDRAVKO PONOŠ,287
SNEŽANA PAUNOVIĆ,114
DRAGAN NIKOLIĆ,1572
SNEŽANA PAUNOVIĆ,233
SLOBODAN ILIĆ,112
SNEŽANA PAUNOVIĆ,35
SLOBODAN ILIĆ,9
SNEŽANA PAUNOVIĆ,33
SLOBODAN ILIĆ,443
SNEŽANA PAUNOVIĆ,176
PEĐA MITROVIĆ,416
SNEŽANA PAUNOVIĆ,72
BORKO STEFANOVIĆ,1286
SNEŽANA PAUNOVIĆ,190
MIROSLAV ALEKSIĆ,94
SNEŽANA PAUNOVIĆ,27
MIROSLAV ALEKSIĆ,10
SNEŽANA PAUNOVIĆ,41
MIROSLAV ALEKSIĆ,16
SNEŽANA PAUNOVIĆ,11
MIROSLAV ALEKSIĆ,504
SNEŽANA PAUNOVIĆ,347
NATAŠA JOVANOVIĆ,77
SNEŽANA PAUNOVIĆ,123
NATAŠA JOVANOVIĆ,117
SNEŽANA PAUNOVIĆ,107
NATAŠA JOVANOVIĆ,28
SNEŽANA PAUNOVIĆ,156
NATAŠA JOVANOVIĆ,33
SNEŽANA PAUNOVIĆ,17
NATAŠA JOVANOVIĆ,40
SNEŽANA PAUNOVIĆ,27
NATAŠA JOVANOVIĆ,665
SNEŽANA PAUNOVIĆ,278
DALIBOR JEKIĆ,10
SNEŽANA PAUNOVIĆ,116
DALIBOR JEKIĆ,785
SNEŽANA PAUNOVIĆ,268
MILENKO JOVANOV,1887
SNEŽANA PAUNOVIĆ,163
ANA BRNABIĆ,1928
SNEŽANA PAUNOVIĆ,123
RADOMIR LAZOVIĆ,890
SNEŽANA PAUNOVIĆ,170
ZORAN LUTOVAC,223
SNEŽANA PAUNOVIĆ,107
ZDRAVKO PONOŠ,1567
SNEŽANA PAUNOVIĆ,40
ANA BRNABIĆ,1410
SNEŽANA PAUNOVIĆ,71
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,3621
SNEŽANA PAUNOVIĆ,368
DANIJELA NESTOROVIĆ,9605
SNEŽANA PAUNOVIĆ,69
DANIJELA NESTOROVIĆ,177
SNEŽANA PAUNOVIĆ,74
DANIJELA NESTOROVIĆ,146
SNEŽANA PAUNOVIĆ,55
DANIJELA NESTOROVIĆ,2257
SNEŽANA PAUNOVIĆ,1139
DANIJELA NESTOROVIĆ,801
SNEŽANA PAUNOVIĆ,141
ANA BRNABIĆ,1396
SNEŽANA PAUNOVIĆ,338
BORKO STEFANOVIĆ,23
SNEŽANA PAUNOVIĆ,52
BORKO STEFANOVIĆ,1291
SNEŽANA PAUNOVIĆ,366
ZORAN LUTOVAC,77
SNEŽANA PAUNOVIĆ,60
ZORAN LUTOVAC,254
SNEŽANA PAUNOVIĆ,142
MILENKO JOVANOV,1300
SNEŽANA PAUNOVIĆ,57
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,3271
SNEŽANA PAUNOVIĆ,24
RADOMIR LAZOVIĆ,9829
SNEŽANA PAUNOVIĆ,345
MILENKO JOVANOV,2198
SNEŽANA PAUNOVIĆ,250
UGLJEŠA MARKOVIĆ,1110
SNEŽANA PAUNOVIĆ,273
ANA BRNABIĆ,1880
SNEŽANA PAUNOVIĆ,10
RADOMIR LAZOVIĆ,8
SNEŽANA PAUNOVIĆ,212
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,5127
SNEŽANA PAUNOVIĆ,65
TIJANA PERIĆ DILIGENSKI,196
SNEŽANA PAUNOVIĆ,227
TIJANA PERIĆ DILIGENSKI,128
SNEŽANA PAUNOVIĆ,569
DANIJELA NESTOROVIĆ,210
SNEŽANA PAUNOVIĆ,74
DANIJELA NESTOROVIĆ,2200
SNEŽANA PAUNOVIĆ,46
MILENKO JOVANOV,1149
SNEŽANA PAUNOVIĆ,46
TATJANA MARKOVIĆ TOPALOVIĆ,1151
SNEŽANA PAUNOVIĆ,60
TATJANA MARKOVIĆ TOPALOVIĆ,26
SNEŽANA PAUNOVIĆ,527
ANA BRNABIĆ,24
SNEŽANA PAUNOVIĆ,46
RADOMIR LAZOVIĆ,54
SNEŽANA PAUNOVIĆ,122
ANA BRNABIĆ,1430
SNEŽANA PAUNOVIĆ,56
SRĐAN MILIVOJEVIĆ,103
SNEŽANA PAUNOVIĆ,157
SRĐAN MILIVOJEVIĆ,595
SNEŽANA PAUNOVIĆ,536
ANA BRNABIĆ,486
SNEŽANA PAUNOVIĆ,34
RADOMIR LAZOVIĆ,1628
SNEŽANA PAUNOVIĆ,55
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,2394
SNEŽANA PAUNOVIĆ,107
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,940
SNEŽANA PAUNOVIĆ,28
DANIJELA NESTOROVIĆ,1834
SNEŽANA PAUNOVIĆ,50
ANA BRNABIĆ,537
SNEŽANA PAUNOVIĆ,44
SLOBODAN CVEJIĆ,715
SNEŽANA PAUNOVIĆ,1010
ALEKSANDAR JOVANOVIĆ,321
SNEŽANA PAUNOVIĆ,146
RADOMIR LAZOVIĆ,1309
SNEŽANA PAUNOVIĆ,427
MILENKO JOVANOV,1123
SNEŽANA PAUNOVIĆ,25
MILOŠ JOVANOVIĆ,11806
SNEŽANA PAUNOVIĆ,41
ANA BRNABIĆ,1885
SNEŽANA PAUNOVIĆ,146
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,4711
SNEŽANA PAUNOVIĆ,34
MILOŠ JOVANOVIĆ,2019
SNEŽANA PAUNOVIĆ,26
MILOŠ JOVANOVIĆ,111
SNEŽANA PAUNOVIĆ,48
ŽIVOTA STARČEVIĆ,8
SNEŽANA PAUNOVIĆ,60
ANA BRNABIĆ,1673
SNEŽANA PAUNOVIĆ,41
ŽIVOTA STARČEVIĆ,1214
SNEŽANA PAUNOVIĆ,157
MILOŠ JOVANOVIĆ,80
SNEŽANA PAUNOVIĆ,90
MILOŠ JOVANOVIĆ,919
SNEŽANA PAUNOVIĆ,77
ANA BRNABIĆ,1841
SNEŽANA PAUNOVIĆ,75
MILOŠ JOVANOVIĆ,720
SNEŽANA PAUNOVIĆ,26
ANA BRNABIĆ,1629
SNEŽANA PAUNOVIĆ,156
ANA BRNABIĆ,108
MARINIKA TEPIĆ,230
ANA BRNABIĆ,49
MARINIKA TEPIĆ,13508
SNEŽANA PAUNOVIĆ,44
DEJAN BULATOVIĆ,1737
SNEŽANA PAUNOVIĆ,185
MILENKO JOVANOV,2427
SNEŽANA PAUNOVIĆ,48
ANA BRNABIĆ,1951
SNEŽANA PAUNOVIĆ,49
MILOLJUB ALBIJANIĆ,1011
SNEŽANA PAUNOVIĆ,88
MARINIKA TEPIĆ,1661
SNEŽANA PAUNOVIĆ,40
MARINIKA TEPIĆ,242
SNEŽANA PAUNOVIĆ,59
ANA BRNABIĆ,1616
SNEŽANA PAUNOVIĆ,80
DANIJELA NESTOROVIĆ,2399
ELVIRA KOVAČ,40
MARINIKA TEPIĆ,862
SNEŽANA PAUNOVIĆ,40
ANA BRNABIĆ,1625
SNEŽANA PAUNOVIĆ,12
MARINIKA TEPIĆ,8
SNEŽANA PAUNOVIĆ,158
SNEŽANA PAUNOVIĆ,9430
SNEŽANA PAUNOVIĆ,74
DANIJELA NESTOROVIĆ,1739
SNEŽANA PAUNOVIĆ,35
SNEŽANA PAUNOVIĆ,1857
SNEŽANA PAUNOVIĆ,41
DANIJELA NESTOROVIĆ,2755
SNEŽANA PAUNOVIĆ,121
MILENKO JOVANOV,711
SNEŽANA PAUNOVIĆ,44
DANIJELA NESTOROVIĆ,54
SNEŽANA PAUNOVIĆ,101
SNEŽANA PAUNOVIĆ,1854
SNEŽANA PAUNOVIĆ,41
DANIJELA NESTOROVIĆ,753
SNEŽANA PAUNOVIĆ,360
ANA BRNABIĆ,14286
SNEŽANA PAUNOVIĆ,74
DANIJELA NESTOROVIĆ,63
SNEŽANA PAUNOVIĆ,343
ALEKSANDAR JOVANOVIĆ,25
SNEŽANA PAUNOVIĆ,86
DANIJELA NESTOROVIĆ,20
SNEŽANA PAUNOVIĆ,143
DANIJELA NESTOROVIĆ,50
SNEŽANA PAUNOVIĆ,39
DANIJELA NESTOROVIĆ,18
SNEŽANA PAUNOVIĆ,34
DANIJELA NESTOROVIĆ,2535
SNEŽANA PAUNOVIĆ,82
ANA BRNABIĆ,1178
SNEŽANA PAUNOVIĆ,62
ALEKSANDAR JOVANOVIĆ,33
SNEŽANA PAUNOVIĆ,26
ALEKSANDAR JOVANOVIĆ,209
SNEŽANA PAUNOVIĆ,103
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,3859
SNEŽANA PAUNOVIĆ,115
ZORAN LUTOVAC,8
SNEŽANA PAUNOVIĆ,21
ZORAN LUTOVAC,25
SNEŽANA PAUNOVIĆ,73
ZORAN LUTOVAC,80
SNEŽANA PAUNOVIĆ,177
ZORAN LUTOVAC,30
SNEŽANA PAUNOVIĆ,95
MUAMER BAČEVAC,2320
SNEŽANA PAUNOVIĆ,49
MUAMER BAČEVAC,2992
SNEŽANA PAUNOVIĆ,109
DANIJELA NESTOROVIĆ,3172
SNEŽANA PAUNOVIĆ,211
ANA BRNABIĆ,4762
SNEŽANA PAUNOVIĆ,86
ALEKSANDAR JOVANOVIĆ,138
SNEŽANA PAUNOVIĆ,149
ANA BRNABIĆ,328
SNEŽANA PAUNOVIĆ,44
ANA BRNABIĆ,3
SNEŽANA PAUNOVIĆ,51
ZORAN LUTOVAC,304
SNEŽANA PAUNOVIĆ,111
ZORAN LUTOVAC,293
SNEŽANA PAUNOVIĆ,827
SRĐAN MILIVOJEVIĆ,717
SNEŽANA PAUNOVIĆ,649
DANIJELA NESTOROVIĆ,574
SNEŽANA PAUNOVIĆ,91
DANIJELA NESTOROVIĆ,7551
SNEŽANA PAUNOVIĆ,33
GORAN PETKOVIĆ,754
SNEŽANA PAUNOVIĆ,42
ANA OREG,5615
SNEŽANA PAUNOVIĆ,34
MILENKO JOVANOV,2205
SNEŽANA PAUNOVIĆ,25
ANA OREG,638
SNEŽANA PAUNOVIĆ,39
ANA BRNABIĆ,1667
SNEŽANA PAUNOVIĆ,66
UGLJEŠA MARKOVIĆ,5462
SNEŽANA PAUNOVIĆ,72
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,6180
SNEŽANA PAUNOVIĆ,66
ALEKSANDAR PAVIĆ,4074
SNEŽANA PAUNOVIĆ,60
ANA BRNABIĆ,1544
SNEŽANA PAUNOVIĆ,70
JELENA PAVLOVIĆ,184
SNEŽANA PAUNOVIĆ,244
SNEŽANA PAUNOVIĆ,950
ZAGORKA ALEKSIĆ,3348
SNEŽANA PAUNOVIĆ,45
DRAGAN JONIĆ,397
SNEŽANA PAUNOVIĆ,76
DRAGAN JONIĆ,86
SNEŽANA PAUNOVIĆ,58
DRAGAN JONIĆ,38
SNEŽANA PAUNOVIĆ,75
DRAGAN JONIĆ,62
SNEŽANA PAUNOVIĆ,94
DRAGAN JONIĆ,29
SNEŽANA PAUNOVIĆ,17
DRAGAN JONIĆ,3218
SNEŽANA PAUNOVIĆ,30
MILIJA MILETIĆ,4134
SNEŽANA PAUNOVIĆ,31
MINELA KALENDER,2889
SNEŽANA PAUNOVIĆ,48
BRANKO PAVLOVIĆ,2450
SNEŽANA PAUNOVIĆ,53
BORISLAV ANTONIJEVIĆ,3012
SNEŽANA PAUNOVIĆ,1797
SNEŽANA PAUNOVIĆ,49
NEBOJŠA NOVAKOVIĆ,4526
SNEŽANA PAUNOVIĆ,32
TIJANA PERIĆ DILIGENSKI,3933
SNEŽANA PAUNOVIĆ,32
BILJANA ĐORĐEVIĆ,4191
SNEŽANA PAUNOVIĆ,50
LJUBINKO ĐURKOVIĆ,2963
SNEŽANA PAUNOVIĆ,53
SLAVICA RADOVANOVIĆ,4358
SNEŽANA PAUNOVIĆ,52
BORKO STEFANOVIĆ,3771
SNEŽANA PAUNOVIĆ,41
UGLJEŠA GRGUR,3584
SNEŽANA PAUNOVIĆ,6
UGLJEŠA GRGUR,713
SNEŽANA PAUNOVIĆ,208
JELENA PAVLOVIĆ,34
SNEŽANA PAUNOVIĆ,42
JELENA PAVLOVIĆ,116
SNEŽANA PAUNOVIĆ,94
JELENA PAVLOVIĆ,101
SNEŽANA PAUNOVIĆ,30
JELENA PAVLOVIĆ,28
SNEŽANA PAUNOVIĆ,105
JELENA PAVLOVIĆ,35
SNEŽANA PAUNOVIĆ,445
JELENA PAVLOVIĆ,161
SNEŽANA PAUNOVIĆ,800
RISTO KOSTOV,2903
SNEŽANA PAUNOVIĆ,40
JELENA PAVLOVIĆ,801
SNEŽANA PAUNOVIĆ,951
JELENA PAVLOVIĆ,22
SNEŽANA PAUNOVIĆ,142
JELENA PAVLOVIĆ,37
SNEŽANA PAUNOVIĆ,100
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,2384
SNEŽANA PAUNOVIĆ,120
DRAGAN STANOJEVIĆ,6318
SNEŽANA PAUNOVIĆ,50
ANA BRNABIĆ,1677
SNEŽANA PAUNOVIĆ,35
DRAGAN STANOJEVIĆ,1051
SNEŽANA PAUNOVIĆ,55
DANIJELA NESTOROVIĆ,545
SNEŽANA PAUNOVIĆ,1095
DANIJELA NESTOROVIĆ,3869
SNEŽANA PAUNOVIĆ,48
ANA BRNABIĆ,1720
ELVIRA KOVAČ,51
DANIJELA NESTOROVIĆ,1176
SNEŽANA PAUNOVIĆ,34
MILENKO JOVANOV,2210
SNEŽANA PAUNOVIĆ,40
ANA BRNABIĆ,1832
SNEŽANA PAUNOVIĆ,41
DANIJELA NESTOROVIĆ,2754
SNEŽANA PAUNOVIĆ,48
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,1961
SNEŽANA PAUNOVIĆ,85
DUNJA SIMONOVIĆ BRATIĆ,5955
SNEŽANA PAUNOVIĆ,133
DANIJELA NESTOROVIĆ,1476
SNEŽANA PAUNOVIĆ,38
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,2456
SNEŽANA PAUNOVIĆ,16
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,1025
SNEŽANA PAUNOVIĆ,300
DUNJA SIMONOVIĆ BRATIĆ,1536
SNEŽANA PAUNOVIĆ,247
MARINIKA TEPIĆ,1167
SNEŽANA PAUNOVIĆ,507
DRAGANA RAŠIĆ,4023
SNEŽANA PAUNOVIĆ,64
MILENKO JOVANOV,1952
SNEŽANA PAUNOVIĆ,48
DANIJELA NESTOROVIĆ,1831
SNEŽANA PAUNOVIĆ,32
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,2062
SNEŽANA PAUNOVIĆ,7013
SNEŽANA PAUNOVIĆ,72
ZORAN DRAGIŠIĆ,9941
SNEŽANA PAUNOVIĆ,57
BOGDAN RADOVANOVIĆ,3651
SNEŽANA PAUNOVIĆ,68
MILIMIR VUJADINOVIĆ,6252
SNEŽANA PAUNOVIĆ,9
RADOMIR LAZOVIĆ,1507
SNEŽANA PAUNOVIĆ,62
DUŠAN RADOSAVLJEVIĆ,6171
SNEŽANA PAUNOVIĆ,100
BRANKO VUJKOVIĆ,212
SNEŽANA PAUNOVIĆ,57
BRANKO VUJKOVIĆ,1546
SNEŽANA PAUNOVIĆ,106
BRANKO VUJKOVIĆ,2802
SNEŽANA PAUNOVIĆ,55
SRĐAN MILIVOJEVIĆ,1487
SNEŽANA PAUNOVIĆ,47
MILENKO JOVANOV,350
SRĐAN MILIVOJEVIĆ,12
MILENKO JOVANOV,1094
SNEŽANA PAUNOVIĆ,62
BORISLAV NOVAKOVIĆ,4287
SNEŽANA PAUNOVIĆ,90
BORISLAV NOVAKOVIĆ,2112
SNEŽANA PAUNOVIĆ,43
MILENKO JOVANOV,1183
SNEŽANA PAUNOVIĆ,38
ANA BRNABIĆ,1782
SNEŽANA PAUNOVIĆ,106
NEBOJŠA BAKAREC,9686
SNEŽANA PAUNOVIĆ,61
SRĐAN MILIVOJEVIĆ,1506
SNEŽANA PAUNOVIĆ,137
DRAGAN ĐILAS,12638
SNEŽANA PAUNOVIĆ,295
DEJAN BULATOVIĆ,1732
SNEŽANA PAUNOVIĆ,136
MILENKO JOVANOV,2181
SNEŽANA PAUNOVIĆ,323
ANA BRNABIĆ,1334
SNEŽANA PAUNOVIĆ,23
DRAGAN ĐILAS,21
SNEŽANA PAUNOVIĆ,157
DRAGAN ĐILAS,17
SNEŽANA PAUNOVIĆ,44
DRAGAN ĐILAS,27
SNEŽANA PAUNOVIĆ,25
DRAGAN ĐILAS,31
SNEŽANA PAUNOVIĆ,147
DRAGAN ĐILAS,27
SNEŽANA PAUNOVIĆ,270
DRAGAN ĐILAS,1585
SNEŽANA PAUNOVIĆ,48
ANA BRNABIĆ,1629
SNEŽANA PAUNOVIĆ,85
ŽIKA GOJKOVIĆ,6995
SNEŽANA PAUNOVIĆ,122
MILICA MARUŠIĆ JABLANOVIĆ,1986
SNEŽANA PAUNOVIĆ,262
VLADIMIR JELIĆ,5137
SNEŽANA PAUNOVIĆ,73
DRAGANA LUKIĆ,7076
SNEŽANA PAUNOVIĆ,58
ANA JAKOVLJEVIĆ,6025
ELVIRA KOVAČ,57
ANA JAKOVLJEVIĆ,283
SNEŽANA PAUNOVIĆ,53
ŽIVAN BAJIĆ,6453
SNEŽANA PAUNOVIĆ,88
BORKO STEFANOVIĆ,2035
SNEŽANA PAUNOVIĆ,105
IGOR BEČIĆ,5153
SNEŽANA PAUNOVIĆ,51
DRAGAN JONIĆ,1484
SNEŽANA PAUNOVIĆ,57
MARIJAN RISTIČEVIĆ,6837
SNEŽANA PAUNOVIĆ,151
FILIP TATALOVIĆ,204
SNEŽANA PAUNOVIĆ,115
MARKO ATLAGIĆ,7189
SNEŽANA PAUNOVIĆ,65
ĐORĐE PAVIĆEVIĆ,3033
SNEŽANA PAUNOVIĆ,69
DUBRAVKA FILIPOVSKI,4165
SNEŽANA PAUNOVIĆ,56
MARINA MIJATOVIĆ,2814
SNEŽANA PAUNOVIĆ,110
NENAD FILIPOVIĆ,4388
SNEŽANA PAUNOVIĆ,91
ANDRIJANA ALEKSANDROV,3193
SNEŽANA PAUNOVIĆ,311
SRĐAN MILIVOJEVIĆ,4295
SNEŽANA PAUNOVIĆ,46
SRĐAN MILIVOJEVIĆ,1386
SNEŽANA PAUNOVIĆ,107
MILENKO JOVANOV,1987
SNEŽANA PAUNOVIĆ,68
BILJANA ĐORĐEVIĆ,6245
SNEŽANA PAUNOVIĆ,60
BILJANA ĐORĐEVIĆ,117
SNEŽANA PAUNOVIĆ,51
ANA BRNABIĆ,916
SNEŽANA PAUNOVIĆ,264
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,13408
ANA BRNABIĆ,43
SRĐAN MILIVOJEVIĆ,289
ANA BRNABIĆ,78
DANIJELA NESTOROVIĆ,1340
ANA BRNABIĆ,283
DANIJELA NESTOROVIĆ,6015
ANA BRNABIĆ,1024
ANA BRNABIĆ,3770
ANA BRNABIĆ,986
DRAGAN ĐILAS,1305
ANA BRNABIĆ,102
MARINIKA TEPIĆ,5
ANA BRNABIĆ,124
DRAGAN ĐILAS,210
MIROSLAV ALEKSIĆ,8
ANA BRNABIĆ,22
MIROSLAV ALEKSIĆ,1350
ANA BRNABIĆ,6071
ŽIVAN BAJIĆ,405
ANA BRNABIĆ,924
VEROLJUB ARSIĆ,883
ANA BRNABIĆ,531
DRAGAN JOVANOVIĆ,1118
ANA BRNABIĆ,464
UGLJEŠA MRDIĆ,457
ANA BRNABIĆ,660
MILIMIR VUJADINOVIĆ,1430
ANA BRNABIĆ,608
NATAŠA JOVANOVIĆ,1675
ANA BRNABIĆ,532
ŽIKA GOJKOVIĆ,1009
ANA BRNABIĆ,569
ALEKSANDAR MIRKOVIĆ,1046
ANA BRNABIĆ,400
RADOSLAV MILOJIČIĆ,1474
ANA BRNABIĆ,595
MIROSLAV ALEKSIĆ,1638
ANA BRNABIĆ,441
ANA BRNABIĆ,313
BOJAN TORBICA,1941
ANA BRNABIĆ,3373
MIROSLAV ALEKSIĆ,818
ANA BRNABIĆ,1282
MILICA MARUŠIĆ JABLANOVIĆ,2200
ANA BRNABIĆ,577
BILJANA ĐORĐEVIĆ,2509
ANA BRNABIĆ,2146
RADOMIR LAZOVIĆ,14
ANA BRNABIĆ,560
SRĐAN MILIVOJEVIĆ,146
ANA BRNABIĆ,211
RADOMIR LAZOVIĆ,231
ANA BRNABIĆ,10493
SRĐAN MILIVOJEVIĆ,331
ANA BRNABIĆ,3273
ANA BRNABIĆ,56
ANA BRNABIĆ,116
ANA BRNABIĆ,1482
ANA BRNABIĆ,448
MILOŠ VUČEVIĆ,2076
ANA BRNABIĆ,73
ANA BRNABIĆ,3716
SNEŽANA PAUNOVIĆ,67053
ANA BRNABIĆ,39010
SNEŽANA PAUNOVIĆ,57439
ANA BRNABIĆ,406
ANA BRNABIĆ,2967
SRĐAN SMILJANIĆ,6288
ANA BRNABIĆ,5610
ANA BRNABIĆ,1164
MITAR KOVAČ,1016
ANA BRNABIĆ,61
MILIJA MILETIĆ,4434
ANA BRNABIĆ,70
MIRKA LUKIĆ ŠARKANOVIĆ,2515
ANA BRNABIĆ,62
NEBOJŠA BAKAREC,3453
ANA BRNABIĆ,62
RADOMIR LAZOVIĆ,358
ANA BRNABIĆ,12100
RADOMIR LAZOVIĆ,2471
ANA BRNABIĆ,616
MIROSLAV ALEKSIĆ,2299
ANA BRNABIĆ,795
MARINIKA TEPIĆ,2605
ANA BRNABIĆ,567
MILENKO JOVANOV,3032
ANA BRNABIĆ,906
BOJAN TORBICA,2074
ANA BRNABIĆ,636
ĐORĐE KOMLENSKI,2480
ANA BRNABIĆ,13310
ALEKSANDAR VULIN,1359
ANA BRNABIĆ,818
SINIŠA MALI,5234
ANA BRNABIĆ,2643
DUŠAN BAJATOVIĆ,726
BOGDAN RADOVANOVIĆ,145
DUŠAN BAJATOVIĆ,30
ANA BRNABIĆ,427
DUŠAN BAJATOVIĆ,39
ANA BRNABIĆ,638
STEFAN KRKOBABIĆ,1299
ANA BRNABIĆ,1381
DUŠAN BAJATOVIĆ,6244
ANA BRNABIĆ,2437
BRANIMIR JOVANOVIĆ,1734
SNEŽANA PAUNOVIĆ,50
ŽIVOTA STARČEVIĆ,14728
ANA BRNABIĆ,3000
AKOŠ UJHELJI,7365
ANA BRNABIĆ,181
MILOLJUB ALBIJANIĆ,6825
ANA BRNABIĆ,96
MILENKO JOVANOV,16951
ANA BRNABIĆ,1237
SLAĐANA ŠUŠNJAR,3712
SNEŽANA PAUNOVIĆ,251
HADŽI MILORAD STOŠIĆ,5759
ANA BRNABIĆ,76
SINIŠA MALI,1944
ANA BRNABIĆ,52
OLJA PETROVIĆ,7153
ANA BRNABIĆ,413
BORIS BAJIĆ,4517
ANA BRNABIĆ,2049
SNEŽANA PAUNOVIĆ,4958
ANA BRNABIĆ,2177
NATAŠA JOVANOVIĆ,5196
ANA BRNABIĆ,1444
ALEKSANDAR ANTIĆ,3351
ANA BRNABIĆ,105
SINIŠA MALI,2685
ANA BRNABIĆ,71
RADOSLAV MILOJIČIĆ,4133
SNEŽANA PAUNOVIĆ,49
UGLJEŠA MARKOVIĆ,1377
SNEŽANA PAUNOVIĆ,39
MARKO ATLAGIĆ,71
SNEŽANA PAUNOVIĆ,262
MARKO ATLAGIĆ,4383
